CODE,DISPLAY,COUNT,PERCENTAGE_OF_CLAIMS,,CLAIM_COUNT,TYPE,PERCENTAGE_OF_CLAIMS
10000300320262,Pharmacy Nahdi One Two  Four,79,0.00%,,,,
10000300167754,AlDawaa Pharmacy Four hundred and eighty four,78,0.00%,,,,
10000300209440,ozone medical complex,78,0.00%,,,,
10000300315882,AlDawaa Pharmacy one thousand three hundred and sixteen,77,0.00%,,,,
10000300314364,AlSalman Optics Salam Mall Store,77,0.00%,,,,
10000300074075,Aldawaa Pharmacy Two hundred and Eighty three,76,0.00%,,,,
10000300185038,Al Dawaa Pharmacy five hundred twenty,75,0.00%,,,,
10000300037742,AlDawaa Pharmacy One hundred forty nine,75,0.00%,,,,
10000300114285,majmae albahjih altibiyi almutakhasis,75,0.00%,,,,
10000300124631,Aldawaa almotawr 467,75,0.00%,,,,
10000300229919,Pharmacy  Nahdi  One  Nine,75,0.00%,,,,
10000300099700,Pharmacy Nahdi Two Nine Three,73,0.00%,,,,
10000300238951,Aldawaa Pharamacy one thousand seventy four,73,0.00%,,,,
10000000004868,Al-Bedea General Hospital,73,0.00%,,,,
10000000002792,KHAMIS MUSHAIT GENERAL HOSPITAL,72,0.00%,,,,
10000300198064,Pharmacy Nahdi Thirty Two,72,0.00%,,,,
10000300304910,Pharmacy Nahdi One Two One,71,0.00%,,,,
10000300183942,AlDawaa Pharmacy One hundred and seventy eight,71,0.00%,,,,
10000300300629,Al Duliman Optics WTNH,70,0.00%,,,,
10000300102348,International Medical Complex - Street - Prince Sultan - Najran,70,0.00%,,,,
10000300244777,The Five Doctors Medical Center,69,0.00%,,,,
10000300297940,ADELEÂ  MEDICALÂ  CENTER,69,0.00%,,,,
10000300233184,Diaverum Holding AB Branch,68,0.00%,,,,
10000000008883,Ibnhayyan,67,0.00%,,,,
10000300045869,Al Dawaa Pharmacy five hundred thirty one,67,0.00%,,,,
10000300335120,AlSalman Optics AlYasmin Store,66,0.00%,,,,
10000300115613,Afyaa Almethnab Polyclinic,66,0.00%,,,,
10000300162268,Hussam Optics Seteeen Jed,66,0.00%,,,,
10000300117718,AlDawaa Pharmacy One thousand forty nine,66,0.00%,,,,
10000300064100,AlDawaa Pharmacy Four hundred and seventy seven,65,0.00%,,,,
10000300302344,AlDawaa Pharmacy One Thousand and Eighty Nine,65,0.00%,,,,
10000300202445,AlDawaa Pharmacy One thousand and sixteen,64,0.00%,,,,
10000300341870,HaddadÂ  Optical Company,64,0.00%,,,,
10000300254339,Mohammad AlKadi Medical Center,64,0.00%,,,,
10000300312517,Al dawaa Pharmacy one thousand one hundred sixty three,64,0.00%,,,,
10000300322615,Integrated Medical Care Services Company AlFaisaliah Branch,63,0.00%,,,,
10000300318530,Integrated Medical Care Services Company  Rahmaniya Branch,62,0.00%,,,,
10000300316948,Al Dawaa Pharmacy one thousand two hundred and eighty one,61,0.00%,,,,
10000300235890,Dr khalid alruhaimi medical complex,61,0.00%,,,,
10000300094925,Al Duliman Optics KHBR,60,0.00%,,,,
10000300292123,Wareed Al Qalb Laboratory,60,0.00%,,,,
10000000128742,Mouwasat Long Term Care,60,0.00%,,,,
10000300123872,Reval Health Medical Complex,60,0.00%,,,,
10000300113923,AlDawaa Pharmacy Thirteen,60,0.00%,,,,
10000300245915,CRAZY OPTICAL M,59,0.00%,,,,
10000300323803,Ram Medical Clinics Company Riyadh,58,0.00%,,,,
10000300308705,Integrated Medical Care Services Company AlTaawoun Branch,58,0.00%,,,,
10000300313135,AlSalman Optics UWalk Jeddah Store,58,0.00%,,,,
10000300335211,AlHaramain National Medical Complex for Urgent Care,58,0.00%,,,,
10000300321336,Wellcare Clinics,57,0.00%,,,,
10000000009504,Al Awamyia PHC,56,0.00%,,,,
10000300241401,Aldawaa Pharamacy one thousand seventy two,56,0.00%,,,,
10000000000222,Al Zulfi General Hospital,56,0.00%,,,,
10000300285663,AlQunfudhah Medical Experts Optics company,56,0.00%,,,,
10000300202130,seha Complex,55,0.00%,,,,
10000000005909,judaidat arar hospital,55,0.00%,,,,
10000000009684,Om Alhamam PHC,55,0.00%,,,,
10000300209291,ALMAHAOPTICAL ELTAIF ELSTEEN,54,0.00%,,,,
10000300253299,Salem Abdullah Salem Basaffar Complex,54,0.00%,,,,
10000300076724,ALMAHAOPTICAL ELNADWA,54,0.00%,,,,
10000300123286,Al Falah MEDICAL POLYCLINC,54,0.00%,,,,
10000300145412,Bright Smile Dental Clinics,53,0.00%,,,,
10000300305941,Dr hafiz albalwi clinic,53,0.00%,,,,
10000300288386,AlDawaa Pharmacy one thousand eightytwo,53,0.00%,,,,
10000300316120,Bright Horizon Medical Services Center,52,0.00%,,,,
10000300323498,Pharmacy Nahdi Three OneZero,52,0.00%,,,,
10000300316385,Integrated Medical Care Services Company Naseem Branch,52,0.00%,,,,
10000300037882,AlDawaa Pharmacy Three hundred and eight,52,0.00%,,,,
10000300325485,Optical Consultants Company,52,0.00%,,,,
10000300258363,Aldawaa Pharamacy one thousand sixty eight,51,0.00%,,,,
10000300119748,Pharmacy Nahdi One Seven One,50,0.00%,,,,
10000300345079,Dr Soliman Fakeeh Hospital Madianan,50,0.00%,,,,
10000000001693,Hureymila Hospital,49,0.00%,,,,
10000300079926,Pharmacy Nahdi Three Nine,49,0.00%,,,,
10000000008992,Jessr,48,0.00%,,,,
10000300175609,daweni medical center,47,0.00%,,,,
10000300306493,Al-Dawaa Pharmacy No-1159,46,0.00%,,,,
10000300314760,AlDawaa Pharmacy one thousand two hundred and seventy two,46,0.00%,,,,
10000300291786,AlNahdi Pharmacy two hundredand eightyfour,46,0.00%,,,,
10000300303615,Innovative Optics Eyewa King Abdulaziz st,45,0.00%,,,,
10000300223722,elite inclusive medical center,44,0.00%,,,,
10000300299839,aldawaa pharmacy one thousand tow hundred fifty,44,0.00%,,,,
10000300328638,Integrated Medical Care Services Company Tabuk Men Branch,44,0.00%,,,,
10000300320460,Dr Abdul Salam Muhammad Hamam Medical Complex,44,0.00%,,,,
10000300053905,Horizon Dental Polyclinics Specialized Medical Complex,44,0.00%,,,,
10000300311485,AlDawaa Pharmacy one thousand two hundred and eighty four,44,0.00%,,,,
10000300073101,Pharmacy Nahdi Five One,44,0.00%,,,,
10000300313341,Al dawaa Pharmacy  one thousand three hundred eight,44,0.00%,,,,
10000300312293,NAHDI One Hundred Fifteen,43,0.00%,,,,
10000300296330,Al dawaa Pharmacy nine hundred ninety and four,42,0.00%,,,,
10000300194741,Pharmacy Nahdi Four Two,42,0.00%,,,,
10000300112321,Pharmacy Nahdi Four Seven,42,0.00%,,,,
10000300218185,CRAZY OPTICAL TWEQ,42,0.00%,,,,
10000300307426,Al-Dawaa Pharmacy No-1305,41,0.00%,,,,
10000300177027,nahdi21,41,0.00%,,,,
10000300090113,Hussam Optics Arafat,40,0.00%,,,,
10000300153929,Dar Alkadi Dentla Center,40,0.00%,,,,
10000300319132,AlSalman Optics AlRawdah Store,40,0.00%,,,,
10000000001488,King abdulaziz specialist hospital,40,0.00%,,,,
10000300209333,The word compound for dentistry and dermatology,40,0.00%,,,,
10000000003913,Taymaa General Hospital,40,0.00%,,,,
10000300311659,Al Dawaa Pharmacy one thousand two hundred and seventy five,39,0.00%,,,,
10000300179379,NAHDI PHARMACY 21,39,0.00%,,,,
10000000009911,PHC Bohary,39,0.00%,,,,
10000300211107,Pharmacy NahdiTwo Four Zero,39,0.00%,,,,
10000000003497,Maternity and Children Hospital,38,0.00%,,,,
10000300219928,Al Dawaa Pharmacy six hundred twenty two,38,0.00%,,,,
10000300230719,GULF SMILE,38,0.00%,,,,
10000000010013,PHC majedia,38,0.00%,,,,
10000300273784,SANADNA,38,0.00%,,,,
10000300063508,Al Duliman Optics TMIM,37,0.00%,,,,
10000300184700,Pharmacy Nahdi Two Five,37,0.00%,,,,
10000300089669,Al Dawaa Pharmacy four hundred and seventy one,37,0.00%,,,,
10000300140496,Hussam Optics Sulaymaniyah,37,0.00%,,,,
10000300270376,alhawraa care madical,37,0.00%,,,,
10000300256482,Rashid Medical Complex AlUraija Branch,37,0.00%,,,,
10000000016284,adham phc,37,0.00%,,,,
10000300090980,optica I,36,0.00%,,,,
10000300156799,Pharmacy Nahdi Two Six Zero,35,0.00%,,,,
10000300252408,AlDawaa Pharmacy two hundred,35,0.00%,,,,
10000300089123,HussamOptics 60 Makkah,35,0.00%,,,,
10000300154026,AlDawaa Pharmacy number Three hundred and fifteen,35,0.00%,,,,
10000300309422,Innovative Optics eyewa Arar,35,0.00%,,,,
10000300316773,Riyadh Hospital,34,0.00%,,,,
10000300117783, global castl,34,0.00%,,,,
10000000002013,RasTanura General Hospital,33,0.00%,,,,
10000300203930,ROKN ALKWITI 3,32,0.00%,,,,
10000300336193,Pharmacy Nahdi Four Two Five,32,0.00%,,,,
10000300108998,AlDawaa Pharmacy Two hundred and two,32,0.00%,,,,
10000000046845,Ras Alkhair Primary Health Care in Ras Alkhair,32,0.00%,,,,
10000000000209,Imam Abdulrahman Alfaisl Hospital,32,0.00%,,,,
10000000001898,Al Khafji General Hospital,31,0.00%,,,,
10000300271952,DaVita care KSA Sihat,31,0.00%,,,,
10000300327838,AlSalman Optics Al Rashid Mall,31,0.00%,,,,
10000000009873,phc khoaldia,31,0.00%,,,,
10000300064019,Pharmacy Nahdi Two Two Four,31,0.00%,,,,
10000000003154,TATHLEETH GENERAL HOSPITAL,31,0.00%,,,,
10000300146931,one thousand one hundred forty four,31,0.00%,,,,
10000300191747,Pharmacy Nahdi One Zero Six,31,0.00%,,,,
10000000004051,rowaidah alard general hospital,31,0.00%,,,,
10000300074588,Pharmacy Nahdi Four,30,0.00%,,,,
10000300307434,Innovative Optics eyewa Dhahrat Laban,30,0.00%,,,,
10000000009956,PHC qudaih2,29,0.00%,,,,
10000000009549,Al Jaroudia PHC,29,0.00%,,,,
10000000009844,phcc taobi,29,0.00%,,,,
10000300323290,Pharmacy one thousand nine hundred and sevenn,29,0.00%,,,,
10000300301189,Al dawaa Pharmacy   one thousand ninety five,29,0.00%,,,,
10000300039185,Dr Baker AlAwamy Polyclinic,28,0.00%,,,,
10000300309661,Al-Dawaa Pharmacy No-1314,27,0.00%,,,,
10000300057542,Pharmacy Nahdi One Seven,27,0.00%,,,,
10000300250212,CRAZY OPTICAL,27,0.00%,,,,
10000300036850,al fayez abu ajmah dental clinic,27,0.00%,,,,
10000000009751,PHC NABIA,26,0.00%,,,,
10000300070693,aljamil optical 4,26,0.00%,,,,
10000300305297,AlDawaa Pharmacy one thousand two hundred and forty,26,0.00%,,,,
10000300107438,Al Dawaa Pharmacy five hundred thirty four,25,0.00%,,,,
10000300307244,sight Eyewear labn branch,25,0.00%,,,,
10000300190483,Pediatric and adult dental consulting center,24,0.00%,,,,
10000300177274,Perfect CareÂ  Medical Complex,24,0.00%,,,,
10000300106174,Pharmacy Nahdi   four,24,0.00%,,,,
10000300083555,Al Shakreen Al Raqiah Medical Complex,23,0.00%,,,,
10000300173877,Pharmacy Nahdi Four Two,22,0.00%,,,,
10000300068341,Pharmacy Nahdi Five  One,22,0.00%,,,,
10000300253265,eyewa panorama,22,0.00%,,,,
10000300261037,Okadoc Technologies,21,0.00%,,,,
10000300244835,Ahssa vision medical complex,21,0.00%,,,,
10000300308424,Innovative Optics eyewa Dhahran Road,20,0.00%,,,,
10000300136668,alshoof optical- al shefa,20,0.00%,,,,
10000300227111,Innovative Optics eyewa Nakheel Mall Riyadh,20,0.00%,,,,
10000300150586,Talk Dental Clinics Complex,20,0.00%,,,,
10000300171343,AL Hayat Center For Physical Therapy,20,0.00%,,,,
10000300265699,Al Ahly Specialist Center for Physiotherapy,19,0.00%,,,,
10000300136932,Happy Smile,19,0.00%,,,,
10000300305156,Good Smile Medical Company,19,0.00%,,,,
10000300039557,optical aye,19,0.00%,,,,
10000300314455,Al dawaa Pharmacy one thousand ninety two,18,0.00%,,,,
10000300163654,ALMAHAOPTICAL TWEQ BILAL BIN RABAH,18,0.00%,,,,
10000300317169,AlDawaa Pharmacy one thousand three hundred and eighteen,18,0.00%,,,,
10000300055835,almansour medical,18,0.00%,,,,
10000300110648,ALSHAKERIN ALRAAEDA FOR DENTAL COMPANY,17,0.00%,,,,
10000000003631,Al Awayileh Hospital,17,0.00%,,,,
10000300243654,Myo Dental Center Company,17,0.00%,,,,
10000300263132,Davita Care KSA Hassa,17,0.00%,,,,
10000300321062,AlDawaa Pharmacy one thousand three hundred and twenty,17,0.00%,,,,
10000000003862,King Khaled hospital in hail,16,0.00%,,,,
10000300326020,Al Dawaa Pharmacy one thousand one hundred and nineteen,16,0.00%,,,,
10000300288915,Ram Medical Clinics Company Ynabu AlBandar,16,0.00%,,,,
10000300097498,Pharmacy Nahdi Two Five Nine,16,0.00%,,,,
10000300305719,Elite Integrated Imaging Center,15,0.00%,,,,
10000300312632,Al Dawaa Pharmacy one thousand three hundred and seventeen,15,0.00%,,,,
10000300328224,Al dawaa PharmacyÂ  one thousand three hundred twentyÂ  one,15,0.00%,,,,
10000300182282,khaldia khamis,15,0.00%,,,,
10000300321567,Innovative Optics eyewa Alareed,15,0.00%,,,,
10000300323761,Integrated Medical Care Services Company Al Basateen Branch Jeddah,14,0.00%,,,,
10000300245790,Innovative Optics Eyewa Othaim Mall Riyadh,14,0.00%,,,,
10000300320676,Al Dawaa Pharmacy One Thousand Three Hundred and Ten,14,0.00%,,,,
10000300046214,Dorrat almaha Optical Al Swidi Branch,14,0.00%,,,,
10000300243431,ALFARABI OPTICAL CENTER Class(A)-Riyadh-Uraija,14,0.00%,,,,
10000300306725,Innovative Optics eyewa Al Diyafa Mall,13,0.00%,,,,
10000300143680,ALALAWI GENERAL MEDICAL COMPLEX,13,0.00%,,,,
10000300196761,Khaled Abdul Karim AlHamid,13,0.00%,,,,
10000300306022,Eyewa Anas Bin Malik Road,12,0.00%,,,,
10000000003782,alquaysooma hospital,12,0.00%,,,,
10000300257076,beautiful mark polyclinic,12,0.00%,,,,
10000300091749,Al Wazzan Vision No. 10 (Class A) - Dammam Al-Andalus Plaza,12,0.00%,,,,
10000300306311,Innovative Optics eyewa Alquds st,12,0.00%,,,,
10000300332614,CMRC Saudi Arabia Khobar,12,0.00%,,,,
10000300307475,Innovative Optics eyewa Al shefa,12,0.00%,,,,
10000300309844,Innovative Optics Eyewa Rafala Plaza,12,0.00%,,,,
10000300139886,almahaopticals Mecca Elqaadah,12,0.00%,,,,
10000000031573,CARDIC CENTER AT HAIL REGION,11,0.00%,,,,
10000300337878,innovative optics Alnakhla plaza,11,0.00%,,,,
10000300257050,AlDawaa Pharmacy one thousand one hundred thirty,11,0.00%,,,,
10000300149034,AlDawaa Pharmacy One thousand and forty one,11,0.00%,,,,
10000300103585,Al dawaa Pharmacy one thousand fifty five,11,0.00%,,,,
10000300243365,ALFARABI OPTICAL CENTER CLASS (A),11,0.00%,,,,
10000300295555,Physical Therapists Centers,11,0.00%,,,,
10000300315171,Al Dawaa Pharmacy one thousand one hundred sixty four,10,0.00%,,,,
10000300122106,Establishment Of Fahad Saad Manahi Alotaibi For Opticals,10,0.00%,,,,
10000300231832,Crazy Optical,10,0.00%,,,,
10000000009616,PHC Sanabes,10,0.00%,,,,
10000300301858,Innovative Optics Eyewa Dammam Road,10,0.00%,,,,
10000300176110,Farza Glasses - Sharurah,10,0.00%,,,,
10000300277652,eyewa king abdullah,10,0.00%,,,,
10000300330592,Innovative Optics eyewa Al Ezdihar,10,0.00%,,,,
10000300242235,eyewa andalus mall jeddah,10,0.00%,,,,
10000300244728,eyewa jori mall,10,0.00%,,,,
10000300290820,abha rashid mall,10,0.00%,,,,
10000300150164,ALDARB ELAHLI COMPOUND,10,0.00%,,,,
10000300203971,Physical Therapist centers,10,0.00%,,,,
10000300305974,Innovative Optics eyewa Tala Mall,10,0.00%,,,,
10000300151543,Ruaa Medical Services,10,0.00%,,,,
10000300330899,Innovative Optics Eyewa Al Yarmuk,9,0.00%,,,,
10000300319959,Innovative Optics eyewa King Salman rd,9,0.00%,,,,
10000300302211,Innovative Optics Eyewa Hafer albateen,9,0.00%,,,,
10000300192752,Wazzan Opticals Bsehat / district Nemr - Fifteenth Street,9,0.00%,,,,
10000000002625,King Fahd Military Medical Complex in Dhahran,8,0.00%,,,,
10000300304324,Innovative Optics eyewa The Village Mall,8,0.00%,,,,
10000000000568,Prince sultan military medical city,8,0.00%,,,,
10000000003048,MANDAQ GENERAL HOSPITAL,8,0.00%,,,,
10000000003250,Beesh General Hospital,8,0.00%,,,,
10000300319421,Innovative Optics Eyewa Granada Mall,8,0.00%,,,,
10000300305990,Innovative Optics eyewa Alia Plaza,8,0.00%,,,,
10000300173810,Pharmacy Nahdi Seven Seven,8,0.00%,,,,
10000300271796,DOCTORS MEDICAL COMPANY,8,0.00%,,,,
10000300319231,Innovative Optics eyewa Joy Avenue,8,0.00%,,,,
10000300316062,Innovative Optics eyewa Prince Sultan st,7,0.00%,,,,
10000300304860,Innovative Optics eyewa Alhassan Bin Ali,7,0.00%,,,,
10000300266325,AlHosn AlManea Medical Complex Company,7,0.00%,,,,
10000300153473,Choueifat Clinics,7,0.00%,,,,
10000300096052,Riyadh Specialist Medical Center,7,0.00%,,,,
10000300233978,eyewa mall of arabia,7,0.00%,,,,
10000300318738,Innovative Optics eyewa Othman bin Affan Rd,7,0.00%,,,,
10000300330162,Innovative Optics Eyewa Albadyaah,7,0.00%,,,,
10000300305982,Innovative Optics eyewa Alsadhan Plaza,7,0.00%,,,,
10000300309612,Al-Dawaa Pharmacy No-1312,7,0.00%,,,,
10000300095567,Ideal Clinics,6,0.00%,,,,
10000300295829,eyewa rashid md,6,0.00%,,,,
10000300328463,Integrated Medical Care Services Company Taif Branch Male,6,0.00%,,,,
10000300138763,Pharmacy Nahdi Two Two Two,6,0.00%,,,,
10000300039649,Hussein AlAli Polyclinic Center,6,0.00%,,,,
10000300049093,Glasses Al Wazzan district Mubarraz - Dhahran Street - complex Al Afaleq,6,0.00%,,,,
10000300302898,Innovative Optics Eyewa AlQaser Mall,6,0.00%,,,,
10000300289541,Johar Al Mina Medical Complex,6,0.00%,,,,
10000300245535,eyewa makka mall,6,0.00%,,,,
10000300303623,Innovative Optics eyewa Park Avenue,6,0.00%,,,,
10000300049937,ALMAHAOPTICAL ELOUD,6,0.00%,,,,
10000300237128,eyewa ahsa othaim,5,0.00%,,,,
10000000003045,qelwa general hospital,5,0.00%,,,,
10000300244322,ALFARABI OPTICAL CENTER CLASS (A)-SHUBR,5,0.00%,,,,
10000300210414,Innovative Optics LLC,5,0.00%,,,,
10000300100292,AlFarabi Optics Center,5,0.00%,,,,
10000000001161,AL Naqaha Hospital,5,0.00%,,,,
10000300302377,Innovative Optics Eyewa Alsharaie Mall,5,0.00%,,,,
10000300303425,Innovative Optics Eyewa Alahssa Mall,5,0.00%,,,,
10000300321252,AlDawaa Pharmacy one hundred and twenty two,5,0.00%,,,,
10000300297825,Innovative Optics Najran Park,5,0.00%,,,,
10000000000469,childrens hospital at taif,5,0.00%,,,,
10000300213202,INNOVATIVE OPTICS LLC,4,0.00%,,,,
10000300315262,Innovative Optics Eyewa Olaya St,4,0.00%,,,,
10000300306055,Innovative Optics eyewa Zone,4,0.00%,,,,
10000300310370,AlSalman Optics Az Zuhur Store,4,0.00%,,,,
10000300071766,crazy optical,4,0.00%,,,,
10000300242888,ALFARABI OPTICAL CENTER,4,0.00%,,,,
10000300154976,IBSAR SPECIALIST CENTER,4,0.00%,,,,
10000300317219,Ram Medical Clinics Complex Jeddah AlBasateen,4,0.00%,,,,
10000300314133,Al dawaa Pharmacy one thousand three hundred nine,4,0.00%,,,,
10000300328778,Integrated Medical Care Services Company Tabuk women Branch,4,0.00%,,,,
10000300318720,Innovative Optics eyewa Almalqa,4,0.00%,,,,
10000000000036,ajyad emergency hospital,4,0.00%,,,,
10000300032966,Dar Al Qurayyat Specialist Medical Complex,4,0.00%,,,,
10000000003494,hail genral hospital,3,0.00%,,,,
10000300304373,Innovative Optics eyewa Readsea mall,3,0.00%,,,,
10000300338884,Innovative Optics eyewa Alnakhla Plaza,3,0.00%,,,,
10000300186580,AlMutahidoon General Medical Complex in AlSharaia,3,0.00%,,,,
10000300333505,innovative Optics Eyewa Galleria Mall,3,0.00%,,,,
10000300082854,Saudi Medical Services Company,3,0.00%,,,,
10000300083852,AlDawaa Pharmacy One hundred and sixty seven,3,0.00%,,,,
10000300319116,Innovative Optics The Optical Club al hamadaniyyah,3,0.00%,,,,
10000300231063,INNOVATIVE OPTICS LLC Salam Jeddah,3,0.00%,,,,
10000000003942,Umluj General Hospital,3,0.00%,,,,
10000300300348,Innovative Optics Dhahran Mall,3,0.00%,,,,
10000300310958,Al Dawaa Pharmacy One Thousand Three Hundred and Thirteen,3,0.00%,,,,
10000300319843,Innovative Optics Eyewa Khallid Bin Alwaleed,3,0.00%,,,,
10000300307335,Innovative Optics eyewa  Imam Bhukari Road,3,0.00%,,,,
10000300318639,Integrated Care Medical Services Company Olaya Al Khobar Branch,3,0.00%,,,,
10000000003208,SABYA GENERAL HOSPITAL,3,0.00%,,,,
10000300291554,Innovative optics Company Alkharj,3,0.00%,,,,
10000300132527,Al Dawaa Pharmacy eight hundred five,3,0.00%,,,,
10000300340062,Innovative Optics eyewa Prince Turki Road,3,0.00%,,,,
10000300302914,Innovative Optics Eyewa Amwaj mall,3,0.00%,,,,
10000300314695,Innovative Optics eyewa Jarir Al hassa,2,0.00%,,,,
10000300315940,Innovative Optics eyewa Altahliyah St,2,0.00%,,,,
10000000012839,king abdulaziz specialist hospital,2,0.00%,,,,
10000000003423,SHARORAH GENERAL HOSPITAL,2,0.00%,,,,
10000300323688,Innovative Optics The Optical Club Nakheel Mall Dammam,2,0.00%,,,,
10000300327002,Innovative Optics Eyewa Dareen Mall,2,0.00%,,,,
10000300339510,Innovative Optics eyewa King Faisal,2,0.00%,,,,
10000300328349,Rashid Al Otaibi Medical CompleX,2,0.00%,,,,
10000300326780,Innovative Optics eyewa Eastern Ring,2,0.00%,,,,
10000300235023,INNOVATIVE OPTICS LLC Nakheel Dammam,2,0.00%,,,,
10000300341755,Innovative Optics eyewa Alkharj King Abdullah Road,2,0.00%,,,,
10000300341789,Innovative Optics eyewa Tabuk Boulevard,2,0.00%,,,,
10000000003673,prince mutaib bin abdulaziz hospital,2,0.00%,,,,
10000300327978,Innovative Optics eyewa alkhair rd,2,0.00%,,,,
10000300253349,eyewa riyadh park,2,0.00%,,,,
10000300334628,Innovative Optics Eyewa Dana Mall,2,0.00%,,,,
10000300343157,Innovative Optics eyewa Al Baha Mall,2,0.00%,,,,
10000300319413,Innovative Optics The Optical Club King Abdulaziz Rd,2,0.00%,,,,
10000300309679,Innovative Optics Eyewa Al Hamra Mall,2,0.00%,,,,
10000000002779,Khamis Mushayt Hospital for Childbirth and Children,2,0.00%,,,,
10000000003740,King Khaled General Hospital,2,0.00%,,,,
10000300108667,Badgeesh Optics,1,0.00%,,,,
10000300270871,VitalAire Arabia,1,0.00%,,,,
10000300307210,Innovative Optics eyewa Jeddah park,1,0.00%,,,,
10000300318894,Innovative Optics eyewa Grand Mall,1,0.00%,,,,
